Country,Vessel,Cruise,Log,Year,Month,Day,Species,ChUppDepth,ChLowDepth,SA
NL,PBVO,HERAS2015,394,2015,6,30,HER,100,150,85.63
NL,PBVO,HERAS2015,395,2015,6,30,HER,0,50,168.49
NL,PBVO,HERAS2015,395,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,395,2015,6,30,HER,100,150,86.22
NL,PBVO,HERAS2015,396,2015,6,30,HER,0,50,263.01
NL,PBVO,HERAS2015,396,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,396,2015,6,30,HER,100,150,62.91
NL,PBVO,HERAS2015,397,2015,6,30,HER,0,50,1288.53
NL,PBVO,HERAS2015,397,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,397,2015,6,30,HER,100,150,46.13
NL,PBVO,HERAS2015,398,2015,6,30,HER,0,50,304
NL,PBVO,HERAS2015,398,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,398,2015,6,30,HER,100,150,31.4
NL,PBVO,HERAS2015,399,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,399,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,399,2015,6,30,HER,100,150,0
NL,PBVO,HERAS2015,400,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,400,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,400,2015,6,30,HER,100,150,1.82
NL,PBVO,HERAS2015,401,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,401,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,401,2015,6,30,HER,100,150,10.03
NL,PBVO,HERAS2015,402,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,402,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,402,2015,6,30,HER,100,150,3.47
NL,PBVO,HERAS2015,403,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,403,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,403,2015,6,30,HER,100,150,0
NL,PBVO,HERAS2015,404,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,404,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,404,2015,6,30,HER,100,150,0
NL,PBVO,HERAS2015,405,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,405,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,405,2015,6,30,HER,100,150,0
NL,PBVO,HERAS2015,406,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,406,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,406,2015,6,30,HER,100,150,0
NL,PBVO,HERAS2015,407,2015,6,30,HER,0,50,630.07
NL,PBVO,HERAS2015,407,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,407,2015,6,30,HER,100,150,0
NL,PBVO,HERAS2015,408,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,408,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,408,2015,6,30,HER,100,150,0
NL,PBVO,HERAS2015,409,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,409,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,409,2015,6,30,HER,100,150,0
NL,PBVO,HERAS2015,410,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,410,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,410,2015,6,30,HER,100,150,0
NL,PBVO,HERAS2015,411,2015,6,30,HER,0,50,292.41
NL,PBVO,HERAS2015,411,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,411,2015,6,30,HER,100,150,0
NL,PBVO,HERAS2015,412,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,412,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,412,2015,6,30,HER,100,150,0
NL,PBVO,HERAS2015,413,2015,6,30,HER,0,50,135.64
NL,PBVO,HERAS2015,413,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,413,2015,6,30,HER,100,150,0
NL,PBVO,HERAS2015,414,2015,6,30,HER,0,50,5.34
NL,PBVO,HERAS2015,414,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,414,2015,6,30,HER,100,150,0.79
NL,PBVO,HERAS2015,415,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,415,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,415,2015,6,30,HER,100,150,2.41
NL,PBVO,HERAS2015,416,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,416,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,416,2015,6,30,HER,100,150,13.94
NL,PBVO,HERAS2015,417,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,417,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,417,2015,6,30,HER,100,150,22.64
NL,PBVO,HERAS2015,418,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,418,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,418,2015,6,30,HER,100,150,87.54
NL,PBVO,HERAS2015,419,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,419,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,419,2015,6,30,HER,100,150,146.41
NL,PBVO,HERAS2015,420,2015,6,30,HER,0,50,297.23
NL,PBVO,HERAS2015,420,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,420,2015,6,30,HER,100,150,23.35
NL,PBVO,HERAS2015,421,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,421,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,421,2015,6,30,HER,100,150,297.12
NL,PBVO,HERAS2015,422,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,422,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,422,2015,6,30,HER,100,150,630.43
NL,PBVO,HERAS2015,423,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,423,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,423,2015,6,30,HER,100,150,121.74
NL,PBVO,HERAS2015,424,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,424,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,424,2015,6,30,HER,100,150,45.59
NL,PBVO,HERAS2015,425,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,425,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,425,2015,6,30,HER,100,150,76.8
